;country;province;region_1;lat;lon
519;US;California;Calaveras County;0.0;0.0
520;US;California;Edna Valley;0.0;0.0
521;US;California;Edna Valley;0.0;0.0
522;US;Oregon;Willamette Valley;0.0;0.0
523;US;Oregon;Chehalem Mountains;0.0;0.0
524;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
525;US;California;Arroyo Grande Valley;0.0;0.0
526;US;Oregon;Dundee Hills;0.0;0.0
527;Germany;Rheinhessen;;31.4399019;-95.350778
528;France;Champagne;Champagne;48.5813647;7.7421809
529;US;California;Russian River Valley;0.0;0.0
530;Chile;Colchagua Valley;;7.308692;-61.8478915
531;US;Oregon;Oregon;0.0;0.0
532;US;Oregon;Willamette Valley;0.0;0.0
533;US;Oregon;Willamette Valley;0.0;0.0
534;US;California;Paso Robles;0.0;0.0
535;Germany;Mosel;;31.4399019;-95.350778
536;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
537;US;California;Napa Valley;0.0;0.0
538;US;Oregon;Umpqua Valley;0.0;0.0
539;US;California;Edna Valley;0.0;0.0
540;US;California;Santa Maria Valley;0.0;0.0
541;US;California;Santa Maria Valley;0.0;0.0
542;Italy;Northeastern Italy;Alto Adige Valle Isarco;0.0;0.0
543;US;California;Napa Valley;0.0;0.0
544;US;California;Templeton Gap District;0.0;0.0
545;US;California;Napa Valley;0.0;0.0
546;US;California;Sonoma Coast;0.0;0.0
547;US;California;Ballard Canyon;0.0;0.0
548;US;California;Green Valley;0.0;0.0
549;Italy;Piedmont;Barolo;0.0;0.0
550;US;California;Carneros;0.0;0.0
551;US;California;Sonoma Valley;0.0;0.0
552;France;Provence;Coteaux d'Aix-en-Provence;0.0;0.0
553;Argentina;Mendoza Province;Mendoza;0.0;0.0
554;France;Provence;Côtes de Provence Sainte-Victoire;0.0;0.0
555;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
556;Spain;Northern Spain;Ribera del Duero;0.0;0.0
557;US;California;Santa Maria Valley;0.0;0.0
558;US;California;Sierra Foothills;0.0;0.0
559;US;California;Russian River Valley;0.0;0.0
560;US;California;Russian River Valley;0.0;0.0
561;US;California;Sonoma Coast;0.0;0.0
562;US;California;Napa Valley;0.0;0.0
563;US;California;Sta. Rita Hills;0.0;0.0
564;US;California;Paso Robles;0.0;0.0
565;US;California;Central Coast;0.0;0.0
566;US;California;Napa Valley;0.0;0.0
567;Argentina;Mendoza Province;Mendoza;0.0;0.0
568;US;California;Howell Mountain;0.0;0.0
569;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
570;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
571;US;California;Yolo County;0.0;0.0
572;Italy;Piedmont;Dolcetto d'Alba;0.0;0.0
573;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
574;France;Rhône Valley;Costières de Nîmes;0.0;0.0
575;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
576;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
577;US;New York;Finger Lakes;43.0481221;-76.1474244
578;France;Bordeaux;Bordeaux;44.7936698;-0.668297
579;US;California;California;0.0;0.0
580;US;Washington;Washington;48.2627925;-124.24959706003952
581;US;Washington;Columbia Gorge (WA);48.2627925;-124.24959706003952
582;US;Washington;Wahluke Slope;48.2627925;-124.24959706003952
583;US;California;Santa Cruz Mountains;0.0;0.0
584;Austria;Kamptal;;25.22539605;55.16431379427327
585;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
586;Austria;Steiermark;;25.22539605;55.16431379427327
587;Austria;Südsteiermark;;25.22539605;55.16431379427327
588;US;California;North Coast;0.0;0.0
589;Austria;Burgenland;;25.22539605;55.16431379427327
590;US;California;Paso Robles;0.0;0.0
591;Austria;Niederösterreich;;25.22539605;55.16431379427327
592;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
593;Austria;Niederösterreich;;25.22539605;55.16431379427327
594;France;Rhône Valley;;46.2337295;5.3538775
595;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
596;Greece;Crete;;43.2097838;-77.6930602
597;Austria;Kremstal;;25.22539605;55.16431379427327
598;US;California;Paso Robles;0.0;0.0
599;US;California;Alexander Valley;0.0;0.0
600;Italy;Piedmont;Gavi;0.0;0.0
601;Mexico;Valle de Guadalupe;;19.4326296;-99.1331785
602;US;California;Oak Knoll District;0.0;0.0
603;US;New York;North Fork of Long Island;43.0481221;-76.1474244
604;Spain;Northern Spain;Navarra;0.0;0.0
605;Argentina;Mendoza Province;Mendoza;0.0;0.0
606;US;Oregon;Rogue Valley;0.0;0.0
607;US;Oregon;Rogue Valley;0.0;0.0
608;Portugal;Douro;;-1.6292632;-45.2368151
609;US;Oregon;Chehalem Mountains;0.0;0.0
610;US;California;Northern Sonoma;0.0;0.0
611;US;California;Carneros;0.0;0.0
612;US;California;Paso Robles;0.0;0.0
613;Portugal;Vinho Verde;;-1.6292632;-45.2368151
614;Italy;Veneto;Soave Classico;0.0;0.0
615;Argentina;Mendoza Province;Mendoza;0.0;0.0
616;US;California;Russian River Valley;0.0;0.0
617;Italy;Veneto;Conegliano Valdobbiadene Prosecco Superiore;0.0;0.0
618;US;California;Calistoga;0.0;0.0
619;Italy;Piedmont;Piedmont;0.0;0.0
620;Italy;Veneto;Conegliano Valdobbiadene Prosecco Superiore;0.0;0.0
621;US;California;Edna Valley;0.0;0.0
622;US;Idaho;;49.1009451;1.9672466
623;US;Idaho;;49.1009451;1.9672466
624;US;Idaho;Idaho;0.0;0.0
625;Italy;Veneto;Soave;0.0;0.0
626;Italy;Veneto;Gambellara Classico;0.0;0.0
627;Italy;Piedmont;Monferrato;0.0;0.0
628;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
629;US;California;Russian River Valley;0.0;0.0
630;US;Oregon;Willamette Valley;0.0;0.0
631;France;Alsace;Alsace;48.5813647;7.7421809
632;France;Alsace;Alsace;48.5813647;7.7421809
633;Australia;Victoria;Yarra Valley;-11.3299555;-67.6954911
634;US;California;Dry Creek Valley;0.0;0.0
635;Spain;Northern Spain;Rioja;0.0;0.0
636;Australia;South Australia;Barossa Valley;-34.7411213;138.6564373
637;France;Alsace;Alsace;48.5813647;7.7421809
638;France;Alsace;Alsace;48.5813647;7.7421809
639;France;Alsace;Alsace;48.5813647;7.7421809
640;US;California;Santa Maria Valley;0.0;0.0
641;US;California;California;0.0;0.0
642;Portugal;Alentejano;;-1.6292632;-45.2368151
643;US;California;Sonoma Coast;0.0;0.0
644;US;California;Paso Robles;0.0;0.0
645;US;Oregon;Willamette Valley;0.0;0.0
646;Portugal;Tejo;;-1.6292632;-45.2368151
647;Portugal;Douro;;-1.6292632;-45.2368151
648;Germany;Mosel;;31.4399019;-95.350778
649;US;California;Napa Valley;0.0;0.0
650;Italy;Northeastern Italy;Collio;0.0;0.0
651;France;Alsace;Alsace;48.5813647;7.7421809
652;Australia;Western Australia;Great Southern;0.0;0.0
653;US;California;Arroyo Seco;0.0;0.0
654;France;Alsace;Alsace;48.5813647;7.7421809
655;US;California;Mokelumne River;0.0;0.0
656;US;Oregon;Dundee Hills;0.0;0.0
657;South Africa;Coastal Region;;-23.0379481;30.6493787
658;US;California;Los Carneros;0.0;0.0
659;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
660;US;California;Mount Veeder;0.0;0.0
661;US;California;Mendocino;0.0;0.0
662;Italy;Piedmont;Barolo;0.0;0.0
663;US;California;Rockpile;0.0;0.0
664;Italy;Piedmont;Dogliani Superiore;0.0;0.0
665;Italy;Piedmont;Barbera d'Alba;0.0;0.0
666;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
667;Spain;Levante;Valencia;0.0;0.0
668;US;New York;North Fork of Long Island;43.0481221;-76.1474244
669;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
670;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
671;US;California;Napa Valley;0.0;0.0
672;US;New York;Long Island;43.0481221;-76.1474244
673;US;California;Anderson Valley;0.0;0.0
674;US;California;Carneros;0.0;0.0
675;US;California;Carneros;0.0;0.0
676;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
677;Italy;Tuscany;Cortona;0.0;0.0
678;Italy;Tuscany;Cortona;0.0;0.0
679;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
680;Spain;Northern Spain;Rioja;0.0;0.0
681;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
682;Italy;Piedmont;Piemonte;0.0;0.0
683;Italy;Tuscany;Colli della Toscana Centrale;0.0;0.0
684;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
685;US;California;Sonoma Coast;0.0;0.0
686;Italy;Piedmont;Barolo;0.0;0.0
687;US;California;Santa Cruz Mountains;0.0;0.0
688;US;Washington;Red Mountain;48.2627925;-124.24959706003952
689;US;California;Santa Barbara County;0.0;0.0
690;Austria;Burgenland;;25.22539605;55.16431379427327
691;US;California;Livermore Valley;0.0;0.0
692;Italy;Tuscany;Morellino di Scansano;0.0;0.0
693;US;California;Sonoma County;0.0;0.0
694;South Africa;Stellenbosch;;-23.0379481;30.6493787
695;Italy;Tuscany;Chianti Classico;0.0;0.0
696;New Zealand;Marlborough;;46.4099904;-62.313043
697;Austria;Wagram;;25.22539605;55.16431379427327
698;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
699;South Africa;Simonsberg-Stellenbosch;;-23.0379481;30.6493787
700;Argentina;Mendoza Province;Mendoza;0.0;0.0
701;France;Provence;Côtes de Provence;0.0;0.0
702;France;Provence;Côtes de Provence;0.0;0.0
703;France;Provence;Côtes de Provence;0.0;0.0
704;France;Provence;Coteaux d'Aix-en-Provence;0.0;0.0
705;New Zealand;Marlborough;;46.4099904;-62.313043
706;France;Provence;Côtes de Provence;0.0;0.0
707;France;Provence;Côtes de Provence;0.0;0.0
708;France;Provence;Côtes de Provence;0.0;0.0
709;US;California;Dry Creek Valley;0.0;0.0
710;New Zealand;Martinborough;;46.4099904;-62.313043
711;US;California;Russian River Valley;0.0;0.0
712;US;California;Russian River Valley;0.0;0.0
713;US;California;Russian River Valley;0.0;0.0
714;New Zealand;Central Otago;;46.4099904;-62.313043
715;Argentina;Mendoza Province;Valle de Uco;0.0;0.0
716;New Zealand;Central Otago;;46.4099904;-62.313043
717;France;Provence;Côtes de Provence;0.0;0.0
718;Portugal;Lisboa;;-1.6292632;-45.2368151
719;France;Burgundy;Mâcon-Villages;0.0;0.0
720;Portugal;Alentejano;;-1.6292632;-45.2368151
721;Argentina;Mendoza Province;Tupungato;0.0;0.0
722;Argentina;Mendoza Province;Mendoza;0.0;0.0
723;Portugal;Vinho Verde;;-1.6292632;-45.2368151
724;US;Texas;Texas;0.0;0.0
725;Italy;Piedmont;Barolo;0.0;0.0
726;Portugal;Vinho Verde;;-1.6292632;-45.2368151
727;US;Oregon;Oregon;0.0;0.0
728;Argentina;Other;Salta;0.0;0.0
729;Portugal;Alentejano;;-1.6292632;-45.2368151
730;US;California;California;0.0;0.0
731;France;France Other;Vin de France;0.0;0.0
732;France;Burgundy;Côte Chalonnaise;0.0;0.0
733;France;Burgundy;Chorey-lès-Beaune;0.0;0.0
734;Argentina;Mendoza Province;Mendoza;0.0;0.0
735;Argentina;Other;Calchaquí Valley;0.0;0.0
736;US;California;Paso Robles;0.0;0.0
737;Portugal;Península de Setúbal;;-1.6292632;-45.2368151
738;Argentina;Mendoza Province;Luján de Cuyo;0.0;0.0
739;Italy;Piedmont;Barolo;0.0;0.0
740;US;Texas;Texas;0.0;0.0
741;France;Burgundy;Coteaux Bourguignons;0.0;0.0
742;France;Burgundy;Saint-Véran;0.0;0.0
743;US;California;Dry Creek Valley;0.0;0.0
744;Italy;Piedmont;Barbaresco;0.0;0.0
745;Portugal;Alentejo;;-1.6292632;-45.2368151
746;Australia;Australia Other;South Eastern Australia;0.0;0.0
747;US;California;Sonoma Coast;0.0;0.0
748;US;New York;Finger Lakes;43.0481221;-76.1474244
749;France;Alsace;Alsace;48.5813647;7.7421809
750;US;California;Sonoma Coast;0.0;0.0
751;Chile;Central Valley;;7.308692;-61.8478915
752;France;Alsace;Alsace;48.5813647;7.7421809
753;US;California;Edna Valley;0.0;0.0
754;Spain;Northern Spain;Rioja;0.0;0.0
755;US;California;Anderson Valley;0.0;0.0
756;US;California;Napa Valley;0.0;0.0
757;US;California;Santa Maria Valley;0.0;0.0
758;US;California;Sonoma Coast;0.0;0.0
759;US;California;Temecula Valley;0.0;0.0
760;US;California;Dry Creek Valley;0.0;0.0
761;Chile;Colchagua Valley;;7.308692;-61.8478915
762;Spain;Northern Spain;Rueda;0.0;0.0
763;Spain;Northern Spain;Rueda;0.0;0.0
764;US;California;North Coast;0.0;0.0
765;US;California;Napa Valley;0.0;0.0
766;Australia;Tasmania;Tasmania;0.0;0.0
767;Spain;Northern Spain;Cariñena;0.0;0.0
768;Australia;Australia Other;South Eastern Australia;0.0;0.0
769;Italy;Southern Italy;Aglianico del Vulture;0.0;0.0
770;France;Champagne;Champagne;48.5813647;7.7421809
771;US;California;Green Valley;0.0;0.0
772;France;Champagne;Champagne;48.5813647;7.7421809
773;Portugal;Alentejo;;-1.6292632;-45.2368151
774;US;Oregon;Willamette Valley;0.0;0.0
775;US;Oregon;Willamette Valley;0.0;0.0
776;France;Champagne;Champagne;48.5813647;7.7421809
777;Italy;Northeastern Italy;Colli Orientali del Friuli;0.0;0.0
778;US;Oregon;Dundee Hills;0.0;0.0
779;France;Champagne;Champagne;48.5813647;7.7421809
780;Italy;Tuscany;Vin Santo del Chianti Classico;0.0;0.0
781;Italy;Northeastern Italy;Trento;0.0;0.0
782;US;California;Arroyo Grande Valley;0.0;0.0
783;US;California;Alexander Valley;0.0;0.0
784;Portugal;Douro;;-1.6292632;-45.2368151
785;Argentina;Other;Salta;0.0;0.0
786;Portugal;Douro;;-1.6292632;-45.2368151
787;US;California;Rutherford;0.0;0.0
788;Argentina;Mendoza Province;Perdriel;0.0;0.0
789;Germany;Mosel;;31.4399019;-95.350778
790;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
791;US;Oregon;Chehalem Mountains;0.0;0.0
792;France;Bordeaux;Médoc;44.7936698;-0.668297
793;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
794;US;California;Santa Ynez Valley;0.0;0.0
795;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
796;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
797;France;Bordeaux;Médoc;44.7936698;-0.668297
798;France;Bordeaux;Fronsac;44.7936698;-0.668297
799;France;Bordeaux;Margaux;44.7936698;-0.668297
800;US;California;Santa Ynez Valley;0.0;0.0
801;US;California;Sonoma Valley;0.0;0.0
802;France;Beaujolais;Juliénas;0.0;0.0
803;US;Washington;Red Mountain;48.2627925;-124.24959706003952
804;US;Washington;Ancient Lakes;48.2627925;-124.24959706003952
805;US;Oregon;Oregon;0.0;0.0
806;US;California;Sierra Foothills;0.0;0.0
807;Australia;Victoria;Mornington Peninsula;-11.3299555;-67.6954911
808;Italy;Central Italy;Verdicchio dei Castelli di Jesi Classico;0.0;0.0
809;Spain;Central Spain;Vino de la Tierra de Castilla;0.0;0.0
810;US;California;Rutherford;0.0;0.0
811;Germany;Franken;;31.4399019;-95.350778
812;US;California;Mendocino Ridge;0.0;0.0
813;Australia;South Australia;Barossa Valley;-34.7411213;138.6564373
814;Italy;Tuscany;Rosso di Montalcino;0.0;0.0
815;US;Washington;Wahluke Slope;48.2627925;-124.24959706003952
816;US;New York;Finger Lakes;43.0481221;-76.1474244
817;Chile;Colchagua Valley;;7.308692;-61.8478915
818;France;Beaujolais;Beaujolais-Villages;0.0;0.0
819;France;Southwest France;Côtes de Gascogne;0.0;0.0
820;Spain;Northern Spain;Rioja;0.0;0.0
821;Spain;Catalonia;Cava;0.0;0.0
822;Italy;Tuscany;Rosso di Montalcino;0.0;0.0
823;US;California;Paso Robles;0.0;0.0
824;US;California;California;0.0;0.0
825;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
826;Italy;Tuscany;Rosso di Montalcino;0.0;0.0
827;Chile;Curicó Valley;;7.308692;-61.8478915
828;France;Southwest France;Côtes du Lot;0.0;0.0
829;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
830;France;Beaujolais;Beaujolais-Villages;0.0;0.0
831;France;Beaujolais;Moulin-à-Vent;0.0;0.0
832;France;Beaujolais;Beaujolais;0.0;0.0
833;Italy;Piedmont;Nebbiolo d'Alba;0.0;0.0
834;Chile;Loncomilla Valley;;7.308692;-61.8478915
835;France;Beaujolais;Beaujolais;0.0;0.0
836;Spain;Catalonia;Cava;0.0;0.0
837;Spain;Catalonia;Cava;0.0;0.0
838;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
839;US;New York;Finger Lakes;43.0481221;-76.1474244
840;France;Beaujolais;Beaujolais Rosé;0.0;0.0
841;US;California;California;0.0;0.0
842;France;Beaujolais;Beaujolais-Villages;0.0;0.0
843;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
844;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
845;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194
846;France;Alsace;Alsace;48.5813647;7.7421809
847;France;Alsace;Alsace;48.5813647;7.7421809
848;France;Burgundy;Marsannay;0.0;0.0
849;France;Burgundy;Gevrey-Chambertin;0.0;0.0
850;France;Burgundy;Beaune;0.0;0.0
851;France;Burgundy;Marsannay;0.0;0.0
852;France;Alsace;Alsace;48.5813647;7.7421809
853;Germany;Mosel;;31.4399019;-95.350778
854;US;California;Amador County;0.0;0.0
855;US;California;Edna Valley;0.0;0.0
856;Italy;Southern Italy;Sannio;0.0;0.0
857;US;California;Santa Barbara County;0.0;0.0
858;US;Oregon;Oregon;0.0;0.0
859;US;California;Spring Mountain District;0.0;0.0
860;US;California;Temecula Valley;0.0;0.0
861;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
862;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
863;US;California;Sta. Rita Hills;0.0;0.0
864;Germany;Ahr;;0.0;0.0
865;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
866;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
867;US;Oregon;Chehalem Mountains;0.0;0.0
868;Chile;Colchagua Valley;;7.308692;-61.8478915
869;US;California;Ballard Canyon;0.0;0.0
870;US;California;Mendocino Ridge;0.0;0.0
871;US;California;Napa Valley;0.0;0.0
872;US;Oregon;Oregon;0.0;0.0
873;Hungary;Tokaji;;41.9767629;-72.7789842
874;Portugal;Douro;;-1.6292632;-45.2368151
875;Portugal;Douro;;-1.6292632;-45.2368151
876;Spain;Catalonia;Priorat;0.0;0.0
877;Italy;Tuscany;Bolgheri Superiore;0.0;0.0
878;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
879;France;Bordeaux;Margaux;44.7936698;-0.668297
880;US;California;Los Carneros;0.0;0.0
881;Spain;Catalonia;Priorat;0.0;0.0
882;US;California;Napa Valley;0.0;0.0
883;Italy;Tuscany;Bolgheri Superiore;0.0;0.0
884;US;California;Russian River Valley;0.0;0.0
885;US;California;Dry Creek Valley;0.0;0.0
886;France;Languedoc-Roussillon;Minervois;0.0;0.0
887;Portugal;Douro;;-1.6292632;-45.2368151
888;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
889;US;California;Sta. Rita Hills;0.0;0.0
890;US;California;Napa Valley;0.0;0.0
891;US;California;Santa Maria Valley;0.0;0.0
892;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
893;Australia;Australia Other;South Eastern Australia;0.0;0.0
894;Italy;Tuscany;Morellino di Scansano;0.0;0.0
895;Italy;Tuscany;Toscana;0.0;0.0
896;US;California;Temecula Valley;0.0;0.0
897;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
898;Italy;Tuscany;Toscana;0.0;0.0
899;Italy;Tuscany;Chianti Classico;0.0;0.0
900;Spain;Catalonia;Priorat;0.0;0.0
901;Portugal;Douro;;-1.6292632;-45.2368151
902;US;Texas;Texas High Plains;0.0;0.0
903;Germany;Nahe;;31.4399019;-95.350778
904;Italy;Piedmont;Barbaresco;0.0;0.0
905;US;Texas;Texas;0.0;0.0
906;US;Texas;Texas High Plains;0.0;0.0
907;Portugal;Vinho Verde;;-1.6292632;-45.2368151
908;Italy;Piedmont;Barbaresco;0.0;0.0
909;Italy;Piedmont;Barbaresco;0.0;0.0
910;Argentina;Mendoza Province;Vista Flores;0.0;0.0
911;France;France Other;Vin de France;0.0;0.0
912;US;Oregon;Willamette Valley;0.0;0.0
913;;;;0.0;0.0
914;Argentina;Other;San Juan;0.0;0.0
915;US;Oregon;Willamette Valley;0.0;0.0
916;US;Oregon;Willamette Valley;0.0;0.0
917;Italy;Piedmont;Barolo;0.0;0.0
918;Italy;Piedmont;Barolo;0.0;0.0
919;Argentina;Mendoza Province;Tupungato;0.0;0.0
920;Australia;Australia Other;Australia;0.0;0.0
921;Portugal;Tejo;;-1.6292632;-45.2368151
922;Argentina;Mendoza Province;Tupungato;0.0;0.0
923;Portugal;Tejo;;-1.6292632;-45.2368151
924;Australia;South Australia;Adelaide Hills;-34.7411213;138.6564373
925;US;California;Shenandoah Valley (CA);0.0;0.0
926;Argentina;Mendoza Province;Tupungato;0.0;0.0
927;Portugal;Vinho Verde;;-1.6292632;-45.2368151
928;Italy;Piedmont;Barbaresco;0.0;0.0
929;US;California;Amador County;0.0;0.0
930;Argentina;Mendoza Province;Mendoza;0.0;0.0
931;Italy;Piedmont;Barolo;0.0;0.0
932;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
933;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
934;France;Bordeaux;Bordeaux;44.7936698;-0.668297
935;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
936;US;Oregon;Willamette Valley;0.0;0.0
937;US;Oregon;Dundee Hills;0.0;0.0
938;Spain;Northern Spain;Rioja;0.0;0.0
939;US;California;Livermore Valley;0.0;0.0
940;France;Champagne;Champagne;48.5813647;7.7421809
941;Spain;Levante;Jumilla;0.0;0.0
942;US;California;Russian River Valley;0.0;0.0
943;Spain;Northern Spain;Rioja;0.0;0.0
944;US;Oregon;Rogue Valley;0.0;0.0
945;US;California;Sonoma County;0.0;0.0
946;US;California;Rutherford;0.0;0.0
947;Portugal;Douro;;-1.6292632;-45.2368151
948;Portugal;Alentejano;;-1.6292632;-45.2368151
949;Italy;Piedmont;Coste della Sesia;0.0;0.0
950;US;California;Los Carneros;0.0;0.0
951;US;California;Yorkville Highlands;0.0;0.0
952;Spain;Catalonia;Penedès;0.0;0.0
953;US;Oregon;Willamette Valley;0.0;0.0
954;US;California;Lodi;0.0;0.0
955;Italy;Piedmont;Barolo;0.0;0.0
956;Italy;Southern Italy;Greco di Tufo;0.0;0.0
957;US;California;Russian River Valley;0.0;0.0
958;Spain;Northern Spain;Cariñena;0.0;0.0
959;France;Champagne;Champagne;48.5813647;7.7421809
960;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
961;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
962;France;Champagne;Champagne;48.5813647;7.7421809
963;France;Bordeaux;Graves;44.7936698;-0.668297
964;Italy;Lombardy;Lugana;0.0;0.0
965;Italy;Southern Italy;Primitivo di Manduria;0.0;0.0
966;New Zealand;Marlborough;;46.4099904;-62.313043
967;Chile;Casablanca Valley;;7.308692;-61.8478915
968;Italy;Veneto;Bardolino Classico;0.0;0.0
